x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y
1,0,0,0,0,0,0,0.0413409472,0.0596951643,0.010061677,0.0081121042,0.0090968654,0.0152596163,0.0318257657,0.0421523847,0.8208326836,0.3132312004,0,0
1,0,0,0,0,0,0,0.0478807526,0.0362880046,0.0085541738,0.0013403078,0,0,0,0,0.8171793901,0.2522428128,0,0
0,0,0,0,0,0,0,0.2853999117,0.1274045964,0.0911259887,0.0380930862,0.0064055903,0.0092543736,0.0199498164,0.0232276441,0.7694638123,0.2916617584,1,1
1,0,0,0,0,0,0,0.1511642139,0.2104087342,0.0764968414,0.0201597658,0.0034711759,0.0005359576,0,0,0.4919783476,0.327893957,0,0
1,0,0,0,0,0,0,0.4443984186,0.2074906116,0.1227391506,0.0174874491,0.0004473272,0.0002488232,0.0003368251,0,0.4573878951,0.2238658838,1,1
0,0,0,0,0,0,0,0.0209840766,0.0189165141,0.0179213383,0.0255115603,0.0251417609,0.0082508711,0,0,0.7594439865,0.2502526458,0,1
1,0,0,0,0,0,0,0.1798599987,0.1213737139,0.0923277695,0.0153308427,0.0007936883,0,0,0,0.718037023,0.3115448284,1,0
1,0,0,0,0,0,0,0.3288114537,0.0412303366,0.0256280064,0.0028427142,0.0003488697,0.0005775525,0.0005331942,0.0003417831,0.9840057027,0.3214150645,1,1
1,0,0,0,0,0,0,0.1802161969,0.1383417614,0.1234427891,0.0909776627,0.0747772679,0.1009414833,0.0873333705,0.034712852,0.7099418592,0.2927777399,1,1
1,0,0,0,0,0,0,0.1758915166,0.2359233312,0.1990907013,0.0661966668,0.0123816274,0.0016345413,0,0,0.7707870174,0.3684164843,0,0
1,0,0,0,0,0,0,0.7376777384,0.3007791826,0.3176550276,0.1838697211,0.1190987735,0.0870188752,0.0603664759,0.0587290269,0.8407876857,0.3689868748,1,1
1,0,0,0,0,0,0,0.0862862121,0.0922695646,0.0490823653,0.0249626038,0.007222906,0.0008505565,0,0,0.7823082578,0.3732586039,0,0
1,0,0,0,0,0,0,0.0264521306,0.0225112839,0.0001469971,0.0001826118,6.0634101240825E-05,0.0001551351,0.0002625552,0.0005050615,0.5382103317,0.4723391592,0,1
1,0,0,0,0,0,0,0.0766984656,0.0120925133,0.0029283749,0.00013767,0,0,0,0,0.8867122586,0.2404010093,1,0
1,0,0,0,0,0,0,0.0300941401,0.0264850249,0.0055468887,0,0,0,0,0,0.8612817714,0.2584489097,0,1
1,0,0,0,0,0,0,0.4932724817,0.2681774506,0.2407363331,0.1289856339,0.0047151084,0.000569542,0.000525784,0.0006741712,0.5504354993,0.4990731154,1,1
1,0,0,0,0,0,0,0.485202992,0.2185689709,0.1737639108,0.0603352859,0.0011541481,0,0,0,0.6849390746,0.3134729963,0,0
1,0,0,0,0,0,0,0.0753899936,0.0864665028,0.0289887181,0.015595675,0.0030358666,0.0035791041,0,0,0.4626450736,0.2577793209,0,1
0,0,0,0,0,0,0,0.0119280408,0.0050661687,2.84623115062444E-05,0,0,0,0,0,0.5813726582,0.4176622668,0,0
1,0,0,0,0,0,0,0.1178942208,0.039415657,0.0138641814,0.0033222668,4.02153051205985E-05,0,0,0,0.6746697556,0.3526873454,1,1
1,0,0,0,0,0,0,0.061918076,0.0627700139,0.0320071373,0.0053744662,0.0011954913,0.000076473,0,0,0.5461317413,0.3556322965,0,1
1,0,0,0,0,0,0,0.0962902599,0.1093482197,0.0371373393,0.0097747351,0.0003541008,0.0004529668,0.0010222643,0.0014746888,0.4598605511,0.3936066661,0,0
0,0,0,0,0,0,0,0.1119863391,0.1345832403,0.0455264242,0.0279785432,0.0084207893,0.0131289709,0.0050463143,0.0034443961,0.6373838854,0.4080462264,0,1
1,0,0,0,0,0,0,0.0568952314,0.0475291879,0.0194930066,0.004579551,0.0027068906,0.0029570211,0,0,0.7377291662,0.2130966626,0,1
1,0,0,0,0,0,0,0.171468935,0.1894595802,0.1230985922,0.0122863252,0,0,0,0,0.5992158785,0.3168705399,0,0
1,0,0,0,0,0,0,0.4296637561,0.2291342549,0.2020447573,0.1430236706,0.0609706613,0.0518941489,0.0288625465,0.0262278841,0.6792497383,0.3515217647,1,1
1,0,0,0,0,0,0,0.0044040579,0.0020208288,0,0,0,0,0,0,0.5585573946,0.4824015921,0,0
1,0,0,0,0,0,0,0.1937803443,0.1220726309,0.0485640853,0.0057943864,0.000663397,0,0,0,0.6194738366,0.35240835,1,0
1,0,0,0,0,0,0,0.0511524505,0.0680665701,0.0092568601,0.0004330045,0,0,0,0,0.678848767,0.4054670692,0,1
1,0,0,0,0,0,0,0.1035480319,0.1244188144,0.0718200471,0.01163507,0.0026741622,0,0,0,0.5259227908,0.1835355533,0,1
1,0,0,0,0,0,0,0.0914037195,0.1043758096,0.0272317573,0.00131009,0.0006684725,0.0004275919,0.0009648356,0.0012372224,0.5887995367,0.564519229,0,0
1,0,0,0,0,0,0,0.1961500125,0.3513695662,0.0263155707,0.0070287145,0.0042191845,0.0083450568,0.0243596996,0,0.8501169499,0.6713186561,0,1
1,0,0,0,0,0,0,0.1736036022,0.2403102859,0.1052253919,0.0267429603,0.0061676043,0.0005755623,0.0009740983,0.0003123023,0.2513243189,0.3880825578,1,0
1,0,0,0,0,0,0,0.0181309398,0.0130970521,0.0015215222,0,0,0,0,0,0.715319329,0.631868711,0,0
1,0,0,0,0,0,0,0.0106445669,0.0013976366,2.93673734156844E-05,0,0,0,0,0,0.6575705598,0.2589015022,1,1
1,0,0,0,0,0,0,0.0800707111,0.0818695158,0.0407826836,0.0069158412,0.0020902235,0.0020419328,0.0006583247,0.0012663793,0.61217616,0.289218999,0,0
1,0,0,0,0,0,0,0.1493356842,0.1520484774,0.0419287371,0.0070406443,0.000229974,0,0,0,0.6218351117,0.3558306932,1,0
1,0,0,0,0,0,0,0.0644186667,0.0817728254,0.0241011858,0.0032203529,0,0,0,0,0.8465082088,0.3434866981,0,1
1,0,0,0,0,0,0,0.1153374294,0.1593076747,0.1064456039,0.1358604819,0.1022558725,0.1870276071,0.3654155353,0.4309379468,0.6420217861,0.2455841233,0,1
1,0,0,0,0,0,0,0.1730545324,0.1494113671,0.0415168773,0.0119410627,0.0076748615,0.0103269854,0.0151530896,0.0129184292,0.6723218462,0.2495396576,1,1
1,0,0,0,0,0,0,0.2965591051,0.3299274768,0.0865113702,0.0170828219,0.0001495628,0.0002391708,0.0008095592,0.0012456455,0.6543048718,0.1714643537,0,0
1,0,0,0,0,0,0,0.0163817679,0.0164380694,0.0145575814,0.0105646642,0.0039244148,0.007987022,0.0224003878,0.0381371623,0.6910472032,0.2760566175,1,1
0,0,0,0,0,0,0,0.4273544958,0.4564653241,0.1622721229,0.0201066922,0.0002360413,0,0,0,0.6434875588,0.5252552808,1,1
1,0,0,0,0,0,0,0.1123971819,0.1292658801,0.0367030416,0.0096212033,0.0004650818,5.17448847818045E-05,0,0,0.5366643648,0.3243476158,0,1
1,0,0,0,0,0,0,0.2384848995,0.2183976267,0.10256286,0.0235497633,0.000112245,0.0001914561,0,0,0.7116125727,0.2970928683,0,0
1,0,0,0,0,0,0,0.1790962678,0.1504326951,0.0947819014,0.0305281817,0.0051743174,0.0009711619,0,0,0.8266779533,0.220604738,0,1
1,0,0,0,0,0,0,0.3106686751,0.2911422996,0.1581505463,0.0283581898,0.0001157065,0.0002960404,0.0010020548,0.0019275919,0.8156556994,0.3296299281,1,0
1,0,0,0,0,0,0,0.3603919568,0.0943501906,0.0626743493,0.0062349036,7.85443024091379E-05,0,0,0,0.8964469493,0.0416943079,0,1
1,0,0,0,0,0,0,0.0073910162,0.0018125137,0.0005166489,0,0,0,0,0,0.6769775679,0.3771397395,1,1
1,0,0,0,0,0,0,0.078494378,0.0765462141,0.0344900992,0.00547377,0.0004587812,0.0010173343,0.00238388,0.0020380639,0.9273128244,0.2748228379,0,0
1,0,0,0,0,0,0,0.1011047667,0.1145201255,0.0816874563,0.0137149105,9.00566141264466E-05,0,0,0,0.5318482547,0.3874935676,0,1
1,0,0,0,0,0,0,0.2732843291,0.3266550521,0.1158843814,0.0250569884,0.0019563929,0.001382484,0.0006455254,0.0012417579,0.724964915,0.2766022084,1,1
1,0,0,0,0,0,0,0.1090078547,0.176057038,0.0624576813,0.0135793989,0.0011059792,0,0,0,0.7440556013,0.1365403334,0,0
1,0,0,0,0,0,0,0.0266462881,0.0239872002,0.0037443543,0.0021629813,0.0014841159,0.00263476,0.0060330436,0.0060549062,0.7815998753,0.2396818213,0,1
1,0,0,0,0,0,0,0.1341308884,0.0885521668,0.0302029435,0.002609204,0.0002843074,0.0001939936,0,0,0.6905927692,0.1485681338,1,0
1,0,0,0,0,0,0,0.0892538413,0.06366866,0.0241643328,0.0026516695,0.0003259618,0,0,0,0.7009289167,0,0,1
1,0,0,0,0,0,0,0.1046751366,0.1225093291,0.0262451172,0.018929788,0.0096851989,0.0107074098,0,0,0.7136842574,0.1746883002,0,0
1,0,0,0,0,0,0,0.0711718447,0.0567301205,0.0423091365,0.0200150349,0.0033485853,0.0025778406,0.0010264746,0.0004937227,0.540255285,0.2078515497,0,1
1,0,0,0,0,0,0,0.0526856358,0.0578543017,0.0085173679,0.0045972032,0.002505503,0.0040934184,0.0112413708,0.0191097247,0.7726314852,0.256929935,0,1
1,0,0,0,0,0,0,0.1633852477,0.1101544236,0.0875895347,0.0274505016,0.0023066822,0.0006131769,0.0018159928,0.0009981362,0.6009355996,0.2331409299,0,0
1,0,0,0,0,0,0,0.1261106641,0.1407305761,0.0560552356,0.0087627236,0,0,0,0,0.6679512597,0.5659452053,0,0
1,0,0,0,0,0,0,0.1155904933,0.1692704808,0.1171520998,0.0267795362,0.0016813031,0,0,0,0.7339867679,0.1770194615,1,0
1,0,0,0,0,0,0,0.1976103665,0.2129763662,0.0708572592,0.0155602034,0.0050547216,0.0107773151,0.0311292113,0.0012475893,0.6591120715,0.2318885507,0,1
1,0,0,0,0,0,0,0.0987075433,0.1038114453,0.0960080717,0.055528382,0.0257848363,0.020476645,0.0057324271,0.0015038456,0.4940054799,0.2165314056,0,1
1,0,0,0,0,0,0,0.0553566421,0.041394812,0.0109884226,0.0010441702,0.00026138,0.0002866368,0.0009702248,0.0015550321,0.5868258671,0.2481384809,0,0
1,0,0,0,0,0,0,0.0350927026,0.043476168,0.0056368764,0.0003110123,0,0,0,0,0.5498607739,0.3612494033,0,1
1,0,0,0,0,0,0,0.6131217715,0.331139505,0.303569106,0.1871414576,0.0708315397,0.0906907221,0.1907179748,0.101683873,0.5406206144,0.1194038179,0,1
1,0,0,0,0,0,0,0.0320236956,0.0256944255,0.0142493418,0.0074631914,0.0037487743,0.0053568892,0.0005180371,0,0.9213294424,0.1750044949,0,1
1,0,0,0,0,0,0,0.0560041436,0.0600085704,0.0417032918,0.008585717,0.0010519764,0.0011535129,0,0,0.5760709274,0.2638490201,0,0
1,0,0,0,0,0,0,0.2164212243,0.2159028715,0.1476843821,0.0276580941,0,0,0,0,0.697422646,0.1793754224,1,1
1,0,0,0,0,0,0,0.0492449743,0.0638527008,0.0088351295,0.0013943853,0,0,0,0,0.7161791896,0.2649030026,0,1
1,0,0,0,0,0,0,0.0336635957,0.0410279869,0.0201603672,0.0171865931,0.0131372201,0.0216770268,0.0561093429,0.0132841857,0.6947316834,0.3146881762,0,1
1,0,0,0,0,0,0,0.0609873588,0.0066553791,0.0019066732,0,0,0,0,0,0.6716357399,0.2485352743,0,1
1,0,0,0,0,0,0,0.1590875651,0.1962428407,0.1161760282,0.0785905112,0.0408596056,0.0534116671,0.0547303807,0.0411007943,0.8963934864,0.1976403192,1,0
1,0,0,0,0,0,0,0.077764709,0.0234667475,0.0106732914,0.0008668122,0,0,0,0,0.545748591,0.3306095119,0,1
1,0,0,0,0,0,0,0.1039203232,0.1190500516,0.0995681045,0.0456926425,0.0078445125,0.0042413391,0,0,0.4510213629,0.2449951331,0,1
1,0,0,0,0,0,0,0.1943206008,0.273367061,0.1623319041,0.0085724486,0.0001587804,0,0,0,0.7682653539,0.1535280514,1,0
1,0,0,0,0,0,0,0.3046396109,0.2335073762,0.1934081098,0.1237276048,0.0845239177,0.0748289744,0.1735570706,0.1537035843,0.714129781,0.339518764,1,1
1,0,0,0,0,0,0,0.2245487829,0.2986342838,0.2261513547,0.0677226317,0.0146128962,0.0079099022,0.002494527,0.0022392462,0.5315230224,0.3572690693,0,0
1,0,0,0,0,0,0,0.1299692697,0.1883160371,0.0533739803,0.0052144927,0.0003350044,0,0,0,0.5502350137,0.1167564618,0,1
1,0,0,0,0,0,0,0.219921979,0.3618989982,0.1975374171,0.0278783694,0.0014324466,0,0,0,0.6156556994,0.1619971108,1,0
1,0,0,0,0,0,0,0.075554413,0.0798280864,0.0350597792,0.0066244386,0.0007026983,0,0,0,0.6557884654,0.2741346494,0,0
1,0,0,0,0,0,0,0.2586258305,0.1877674748,0.0704736072,0.0062571402,0.0005671953,0,0,0,0.8740816645,0.4224485874,1,1
1,0,0,0,0,0,0,0.0734418573,0.0708368151,0.0104875557,0,0,0,0,0,0.6420217861,0.5079699677,0,1
1,0,0,0,0,0,0,0.0236017863,0.0067397079,0.0016337782,0,0,0,0,0,0.5365217972,0.4851667462,0,1
1,0,0,0,0,0,0,0.3010466711,0.2007408936,0.0861913271,0.0118949664,0,0,0,0,0.7192889443,0.2767572058,0,1
1,0,0,0,0,0,0,0.1763117799,0.1971113548,0.0601796782,0.0098186396,0.0002640637,0.0001930482,0.0006534408,0.0012569843,0.5361163708,0.3024867787,1,0
1,0,0,0,0,0,0,0.3654233322,0.2364424556,0.1488135129,0.0225725206,0.0005226823,0,0,0,0.7410884142,0.480603622,0,1
1,0,0,0,0,0,0,0.0352626994,0.033735325,0.0069441629,7.78367396471991E-05,0,0,0,0,0.5725022833,0.2947369074,0,0
1,0,0,0,0,0,0,0.198119133,0.2019936921,0.1850225604,0.2692897369,0.2438737778,0.456895491,0.8805304794,1,0.5159519726,0.2544127767,1,1
0,0,0,0,0,0,0,0.0819897386,0.0713151214,0.0128283286,0.0007372571,0,0,0,0,0.7871555546,0.5060727992,0,0
1,0,0,0,0,0,0,0.0978372736,0.0363038545,0.012926839,0.0031262193,0.0004920346,0.000193695,0.0006556301,0.0012611958,0.8404936402,0.3348254419,1,1
1,0,0,0,0,0,0,0.0301781858,0.0241951982,0.0029182778,0.0003554355,0,0,0,0,0.7556080283,0.3935880664,0,1
1,0,0,0,0,0,0,0.1223242234,0.146420637,0.1179418417,0.0214437875,0.0015483476,0.0018614227,0.000646199,0.0012430538,0.4948386091,0.2595276918,0,0
1,0,0,0,0,0,0,0.0149434364,0.0100301962,0.0002313565,0,0,0,0,0,0.8101312067,0.2115218887,1,0
1,0,0,0,0,0,0,0.1874036327,0.2343463746,0.1504198752,0.0215473746,0.0018169228,0,0,0,0.830353523,0.3747279795,0,0
1,0,0,0,0,0,0,0.3691296545,0.300668946,0.2369736608,0.1768833885,0.095181168,0.1247832872,0.2364467036,0.1094123825,0.5617473436,0.2039952137,1,1
1,0,0,0,0,0,0,0.0415883444,0.0471445984,0.0328713489,0.0021176379,6.00312605934659E-05,0,0,0,0.7433338531,0.1768706639,0,1
1,0,0,0,0,0,0,0.0849935507,0.1168643645,0.0654572827,0.0012850759,0,0,0,0,0.8265888485,0.0917708766,0,0
1,0,0,0,0,0,0,0.0142244465,0.0049930286,0.0002588854,0,0,0,0,0,0.6198079793,0.208496339,1,0
1,0,0,0,0,0,0,0.1174454806,0.1593489655,0.0413316036,0.0072985831,0,0,0,0,0.6265576619,0.370605048,0,0
1,0,0,0,0,0,0,0.3606203916,0.1017702613,0.069767263,0.0159671396,2.03215637577492E-05,0,0,0,0.7327482123,0.2177341856,1,1
1,0,0,0,0,0,0,0.1397543824,0.1495579225,0.0960120785,0.0370863955,0.0035741255,0.0017976372,0,0,0.8967499053,0.4201298258,0,0
1,0,0,0,0,0,0,0.2168659134,0.0957121188,0.0608685717,0.0207504181,0.0001369226,5.00532250870147E-05,0,0,0.6948341538,0.3518875587,0,1
1,0,0,0,0,0,0,0.1654096842,0.1043607855,0.0461069742,0.0048164076,7.80192476517607E-05,0,0,0,0.8730970573,0.1322438048,1,1
0,0,0,0,0,0,0,0.0162857992,0.0190796731,0.0141663967,0.0173858698,0.0168488905,0,0,0,0.7633645942,0.2967828734,1,1
1,0,0,0,0,0,0,0.0924648637,0.0997721871,0.0432638825,0.0187326529,0.0022140781,0,0,0,0.8123231828,0.3468780418,0,0
1,0,0,0,0,0,0,0.0883345243,0.0155509532,0.006962547,0.000391476,7.91276965840015E-05,5.06005267529761E-05,0.0001712756,0.0003294724,0.5104141142,0.2022964419,0,1
1,0,0,0,0,0,0,0.0030632511,0.0003879761,4.36692371304816E-05,0,0,0,0,0,0.5558352454,0.4163168891,1,0
0,0,0,0,0,0,0,0.0323071765,0.0181271713,0.006042891,0.0018774516,0,0,0,0,0.5767837651,0.3366668113,0,0
1,0,0,0,0,0,0,0.0737804511,0.0936965733,0.072961679,0.0082701369,0.001601981,0.0028842798,0,0,0.6085362322,0.1706459673,0,1
1,0,0,0,0,0,0,0.0757858138,0.0814275941,0.0418942599,0.0120494352,0.0008360816,0.0003055933,0,0,0.872655989,0.2788217716,0,1
1,0,0,0,0,0,0,0.4683497751,0.1663806891,0.1319002156,0.014909333,0.0001600834,0,0,0,0.9324051592,0.4575524046,1,1
1,0,0,0,0,0,0,0.0333266397,0.0287521269,0.0037741176,0,0,0,0,0,0.7237441803,0.3351726361,0,1
1,0,0,0,0,0,0,0.1151744224,0.1294525954,0.0282830433,0.0084792854,0.0024299923,0.0023191162,0.0001670653,0.0003213733,0.9400458889,0.2681517487,1,0
1,0,0,0,0,0,0,0.1038485251,0.1078320716,0.083397665,0.0098399393,0.0019110437,0.0001527967,0,0,0.6565725869,0.1074628161,0,1
1,0,0,0,0,0,0,0.0318365477,0.0355852523,0.0109820024,0.0016992905,0.0003890072,0.0003062402,0.0005183739,0,0.6208861464,0.2038650158,0,1
1,0,0,0,0,0,0,0.0017995002,2.73856334631787E-05,0,0,0,0,0,0,0.7020961885,0.3219978548,0,1
1,0,0,0,0,0,0,0.1605908686,0.1542050736,0.0349706871,0.0054021575,4.01180727581212E-05,0,0,0,0.8310619055,0.2421493803,1,1
1,0,0,0,0,0,0,0.036075656,0.0360512987,0.0044482284,0.0009453014,0,0,0,0,0.6021919761,0.3604682162,0,0
1,0,0,0,0,0,0,0.0411946303,0.06171926,0.012060459,0.0007690143,0,0,0,0,0.7468624,0.2013974568,0,1
1,0,0,0,0,0,0,0.2040532146,0.1232092753,0.0430244465,0.0052260042,7.49855979424699E-05,0.0001918541,0.0006493989,0.0012492091,0.7383128021,0.2326883374,1,0
1,0,0,0,0,0,0,0.1374719785,0.0521355927,0.0194237693,0.0014207045,9.48987857778146E-05,0.0002428029,0.0008218534,0.0015809493,0.5574123989,0.3973576039,1,0
1,0,0,0,0,0,0,0.0629750947,0.0515775408,0.0103470354,0.0016717331,0.0015842652,0.0020649692,0.0054363578,0.0104575909,0.5222605868,0.4891656798,0,1
0,0,0,0,0,0,0,0.0258716626,0.0317335111,0.0005734133,1.69661337064187E-05,0,0,0,0,0.6600610367,0.3071801008,0,1
1,0,0,0,0,0,0,0.3276770123,0.3753953468,0.2539684608,0.0851003531,0.0125271648,0.0048762588,0,0,0.5174533871,0.3435610969,1,0
1,0,0,0,0,0,0,0.0837529743,0.0829740657,0.0213759124,0.000205066,0,0,0,0,0.7443050946,0.3058595227,0,0
1,0,0,0,0,0,0,0.2191672895,0.2932651081,0.2358060084,0.1105592247,0.0229069334,0.0037113521,0.0002617131,0,0.7591633067,0.3443298841,0,0
1,0,0,0,0,0,0,0.0795592339,0.1097366446,0.1003666048,0.1039924776,0.0844388588,0.1089014884,0.2459780131,0.1987865566,0.61727295,0.3127166089,0,1
1,0,0,0,0,0,0,0.1523888013,0.0566249937,0.0150253853,0.0008940349,0,0,0,0,0.8890156156,0.2525838071,1,0
1,0,0,0,0,0,0,0.0847726333,0.0887020728,0.0232564897,0.0076017983,0.0002177616,0,0,0,0.8713461496,0.1964127395,0,1
1,0,0,0,0,0,0,0.0257815215,0.0228928279,0.0008368617,0,0,0,0,0,0.8063576218,0.2767262063,0,1
1,0,0,0,0,0,0,0.4465870317,0.1504113407,0.1011096417,0.008758457,0,0,0,0,0.7550466686,0.3208508739,0,1
1,0,0,0,0,0,0,0.0087715069,0.0055548978,0.0006929852,0,0,0,0,0,0.6283932191,0.3344782477,0,1
1,0,0,0,0,0,0,0.0387703224,0.0377648663,0.0081134746,0.0015165783,7.58217962597744E-05,0.0001939936,0.0006566406,0.0012631396,0.7093760442,0.4144383203,0,0
1,0,0,0,0,0,0,0.0735111554,0.0403395227,0.0206761865,0.0043795715,0,0,0,0,0.6638613531,0.2651509985,0,0
1,0,0,0,0,0,0,0.046036727,0.0363852096,0.0148279875,0.0029408969,0.000137506,0,0,0,0.8927312824,0.2109080989,0,0
1,0,0,0,0,0,0,0.0603205729,0.0315491233,0.0123615241,0.0015931601,0,0,0,0,0.7378984652,0.5023032618,0,1
1,0,0,0,0,0,0,0.056911493,0.0222759063,0.0171023798,0.0005206294,0,0,0,0,0.7655654808,0.3161885513,0,1
1,0,0,0,0,0,0,0.3611508039,0.3272482739,0.3796724905,0.4334478726,0.3164337978,0.4204890339,0.322999145,0.1976219024,0.4944198169,0.173132126,0,1
1,0,0,0,0,0,0,0.0697619802,0.0459247679,0.0148264319,0.0013645858,0,0,0,0,0.6448909581,0.4805354231,0,1
1,0,0,0,0,0,0,0.028537535,0.0167850658,0.0059547323,0,0,0,0,0,0.7298211223,0.3859807927,0,0
1,0,0,0,0,0,0,0.1256741417,0.155092112,0.1417266801,0.0742533383,0.0032169327,0.0001582697,0.0002679444,0,0.5820810407,0.153794647,0,1
1,0,0,0,0,0,0,0.0304639363,0.0158667346,0.0018400097,0.0009330202,0,0,0,0,0.6973780936,0.2652129975,0,0
1,0,0,0,0,0,0,0.1145506232,0.1368030921,0.0378686199,0.0094494337,0.0024973938,0.0037722519,0.0101626882,0.016541654,0.6656701789,0.2357510865,0,0
1,0,0,0,0,0,0,0.3516097336,0.1347246081,0.0948851444,0.0306239885,0.0088881464,0.010860505,0.0241623201,0.034527544,0.8343053173,0.3335296634,1,1
1,0,0,0,0,0,0,0.0936378021,0.1274379893,0.0931985521,0.0233694102,0.0025876838,0.0012635205,0,0,0.8887171148,0.2455717235,1,0
1,0,0,0,0,0,0,0.0658406525,0.0596247467,0.0222437631,0.0066269819,0.0008725049,0.0003079318,0,0,0.7418324386,0.4083624212,0,1
1,0,0,0,0,0,0,0.0316305787,0.0349747986,0.0014549813,0.0008438727,0,0,0,0,0.5199928716,0.3226550439,0,0
1,0,0,0,0,0,0,0.2005600295,0.1428038845,0.0781197211,0.0182807414,0.0020055147,0.0020829804,0.0036112708,0.0036387751,0.8491457085,0.3120408201,0,1
1,0,0,0,0,0,0,0.0911816575,0.1040803295,0.0816997217,0.0229132655,0.0020115626,0.0001536425,0,0,0.6446860172,0.3301755191,0,0
1,0,0,0,0,0,0,0.2450128513,0.0519710036,0.0192967024,0.0004579852,0,0,0,0,0.6063175247,0.4329326133,1,0
1,0,0,0,0,0,0,0.0438176473,0.019738113,0.0104339779,0.0024668658,3.77261566411804E-05,9.65241119968276E-05,0.0003267204,0.0006284921,0.5685950413,0.1160682733,1,1
1,0,0,0,0,0,0,0.1375425898,0.0962648994,0.0307345071,0.0024586504,0,0,0,0,0.6932837317,0.2081243451,0,0
1,0,0,0,0,0,0,0.0644186667,0.0817728254,0.0241011858,0.0032203529,0,0,0,0,0.8465082088,0.3434866981,0,1
1,0,0,0,0,0,0,0.0572900357,0.042086555,0.0157400165,0.0010430993,2.95780846655852E-05,0,0,0,0.7719097369,0.4328706143,0,0
1,0,0,0,0,0,0,0.0982416346,0.1563673719,0.0595941408,0.0022073877,0,0,0,0,0.8289813103,0.1585871675,0,1
0,0,0,0,0,0,0,0.0759561798,0.0855149403,0.0093794488,0.000794246,0,0,0,0,0.8104252523,0.4687246192,0,0
1,0,0,0,0,0,0,0.1610456348,0.1738209834,0.1323089359,0.0301310671,0.0049999798,0,0,0,0.5040787686,0.2748600373,0,1
1,0,0,0,0,0,0,0.0733154641,0.0618990048,0.0323512117,0.0045829309,0,0,0,0,0.4867657214,0.1370859244,0,1
0,0,0,0,0,0,0,0.1667034334,0.2763169431,0.0672685284,0.0036570551,0.0006267793,0,0,0,0.8848900671,0.3341496531,0,0
1,0,0,0,0,0,0,0.0704348192,0.0828256256,0.0297156714,0.0067059564,0.0011781451,0,0,0,0.7448530886,0.2092279268,0,1
0,0,0,0,0,0,0,0.0275121672,0.0207463376,0.0010706128,0,0,0,0,0,0.691666481,0.279336363,0,1
1,0,0,0,0,0,0,0.0598477339,0.0641006553,0.0203720102,0.0059912538,0.0038036328,0.003037972,0.0013942877,0.0006706076,0.7309126551,0.3211112696,1,1
1,0,0,0,0,0,0,0.0486310887,0.0214213393,0.0079333013,0.0020163095,0,0,0,0,0.7811053441,0.1454619853,0,0
